DISTRICT,District Code,Facility Code,Facility Name,ZONE,FACTYPE,MGA,FTYPE,LATITUDE,LONGITUDE,,
Mchinji,MC,1604,Kaigwazanga Health Centre,Central West,Health Centre,Government/public,Rural,-13.626780,32.928360,,
Mchinji,MC,1605,Kapanga Health Centre,Central West,Health Centre,Government/public,Rural,-14.059970,33.306260,,
Mchinji,MC,1610,Mikundi Health Centre,Central West,Health Centre,Government/public,Rural,-13.707510,33.138210,,
Mchinji,MC,1611,Mkanda Health Centre,Central West,Health Centre,Government/public,Rural,-13.514600,32.960850,,
Mchinji,MC,1612,Nkhwazi Health Centre,Central West,Health Centre,Government/public,Rural,-13.923690,33.226720,,
Mchinji,MC,1613,Tembwe Health Centre,Central West,Health Centre,Government/public,Rural,-13.901130,33.062260,,
Mchinji,MC,1615,Namizana Clinic,Central West,Clinic,Government/public,Rural,-14.001950,33.246300,,
Mchinji,MC,1617,Chimwankango Health Post,Central West,Health Post,Government/public,Rural,-13.404610,32.993570,,
Mchinji,MC,1616,Gumba Health Post,Central West,Health Post,Government/public,Rural,-13.421250,33.111370,,
Mchinji,MC,1614,Kazyozyo Health Post,Central West,Health Post,Government/public,Rural,-13.575440,32.863870,,
Mchinji,MC,1618,Our Lady of Mount Carmel Rural,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.561990,33.173690,,
Mchinji,MC,1608,St. Joseph  Community Hospital,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.758620,32.992710,,
Mchinji,MC,1603,St. Michael-Guillime,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.889980,33.075570,,
Mchinji,MC,1619,Alinafe Private Clinic,Central West,Clinic,Private for profit,Rural,-13.830690,33.041170,,
Mchinji,MC,1620,Chabuka Private Clinic,Central West,Clinic,Private for profit,Rural,-13.517750,32.958930,,
Mchinji,MC,1621,"Chitete, Alex . St. Alex Priva",Central West,Clinic,Private for profit,Rural,-13.544790,33.175790,,
Mchinji,MC,1622,BLM Mchinji Clinic,Central West,Clinic,NGO,Urban,-13.795080,32.892210,,
Mchinji,MC,1623,ITES Medical Clinic,Central West,Clinic,Private for profit,Urban,-13.795100,32.891240,,
Mchinji,MC,1624,Jumpha Private Clinic,Central West,Clinic,Private for profit,Rural,-13.924590,33.227570,,
Mchinji,MC,1625,Madalitso Private Clinic,Central West,Clinic,Private for profit,Rural,-13.422560,33.111030,,
,,,,,,,,,,,
Dedza,DZ,1707,Dedza District Hospital,Central West,District Hospital,Government/public,Rural,-14.385960,34.335470,,
Dedza,DZ,1702,Chikuse Health Centre,Central West,Health Centre,Government/public,Urban,-14.150690,34.318810,,
Dedza,DZ,1703,Chimoto Health Centre,Central West,Health Centre,Government/public,Rural,-14.442680,34.010210,,
Dedza,DZ,1705,Chitowo Health Centre,Central West,Health Centre,Government/public,Rural,-14.225840,34.039610,,
Dedza,DZ,1708,Dzindevu Health Centre,Central West,Health Centre,Government/public,Rural,-14.200040,34.359980,,
Dedza,DZ,1727,Golomoti Health Centre,Central West,Health Centre,Government/public,Rural,-14.413030,34.600920,,
Dedza,DZ,1709,Kafere Health Centre,Central West,Health Centre,Government/public,Rural,-14.431680,33.717460,,
Dedza,DZ,1710,Kalulu Health Centre,Central West,Health Centre,Government/public,Rural,-13.996950,34.197530,,
Dedza,DZ,1712,Kanyezi Health Centre,Central West,Health Centre,Government/public,Rural,-14.313910,33.953030,,
Dedza,DZ,1713,Kaphuka Health Centre,Central West,Health Centre,Government/public,Rural,-14.160130,34.190010,,
Dedza,DZ,1715,Lobi Health Centre,Central West,Health Centre,Government/public,Rural,-14.390340,34.071820,,
Dedza,DZ,1716,Maonde Health Centre,Central West,Health Centre,Government/public,Rural,-14.405700,34.115920,,
Dedza,DZ,1718,Mayani Health Centre,Central West,Health Centre,Government/public,Rural,-14.096970,34.242810,,
Dedza,DZ,1725,Mganja Health Centre,Central West,Health Centre,Government/public,Rural,-14.420480,34.523050,,
Dedza,DZ,1720,Mlangali Health Centre,Central West,Health Centre,Government/public,Rural,-14.413220,34.272740,,
Dedza,DZ,1721,Mphathi Health Centre,Central West,Health Centre,Government/public,Rural,-14.455160,34.076830,,
Dedza,DZ,1733,Mtakataka Health Centre,Central West,Health Centre,Government/public,Rural,-14.227450,34.514740,,
Dedza,DZ,1706,Chongoni College of Forestry D,Central West,Dispensary,Government/public,Rural,-14.319710,34.266770,,
Dedza,DZ,1739,Kaname/Mdeza Dispensary,Central West,Dispensary,Government/public,Rural,-14.235170,33.967700,,
Dedza,DZ,1731,Mjini Dispensary,Central West,Dispensary,Government/public,Rural,-14.044570,34.238670,,
Dedza,DZ,1732,Ntakataka Police Dispensary,Central West,Health Centre,Government/public,Rural,-14.225810,34.511190,,
Dedza,DZ,1724,Tsoyo Dispensary,Central West,Dispensary,Government/public,Rural,-14.080980,34.161380,,
Dedza,DZ,1735,Mua Rural Hospital,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Urban,-14.283070,34.509720,,
Dedza,DZ,1701,Bembeke Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.358250,34.424320,,
Dedza,DZ,1711,Kanyama Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.240150,34.323560,,
Dedza,DZ,1714,Kasina Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-14.143000,34.131830,,
Dedza,DZ,1729,Kaundu Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.293680,34.628390,,
Dedza,DZ,1717,Matumba Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.372830,33.905940,,
Dedza,DZ,1719,Mikondo Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.447670,33.939510,,
Dedza,DZ,1722,Mphunzi Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.379330,34.175390,,
Dedza,DZ,1723,Mtendere Health Centre,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.322710,34.093730,,
Dedza,DZ,1736,Nakalanzi Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.202330,34.548190,,
Dedza,DZ,1704,Chiphwanya Health Centre (St.,Central West,Health Centre,Private for profit,Rural,-14.075470,34.253600,,
Dedza,DZ,1738,Tiyese Maternity Clinic,Central West,Maternity,Private for profit,Rural,-14.296130,34.162950,,
Dedza,DZ,1740,"Bowa, Labarson B. Kapiri Priva",Central West,Clinic,Private for profit,Rural,-14.310200,34.655810,,
Dedza,DZ,1741,"Chizimba, Richard M. Vizimba P",Central West,Clinic,Private for profit,Rural,-14.376570,34.333030,,
Dedza,DZ,1742,"Phuma, Damiano A. F. Tanyaze P",Central West,Clinic,Private for profit,Rural,-14.307780,34.081230,,
Dedza,DZ,1743,Dedza BLM,Central West,Clinic,NGO,Rural,-14.376250,34.330350,,
,,,,,,,,,,,
Ntcheu,NU,1827,Ntcheu District Hospital,Central West,District Hospital,Government/public,Urban,-14.816980,34.638230,,
Ntcheu,NU,1801,Bilila Health Centre,Central West,Health Centre,Government/public,Rural,-14.824890,34.851340,,
Ntcheu,NU,1802,Biliwiri Health Cnetre,Central West,Health Centre,Government/public,Rural,-14.817000,34.638306,,
Ntcheu,NU,1803,Bwanje Health Centre,Central West,Health Centre,Government/public,Rural,-14.648570,34.774450,,
Ntcheu,NU,1838,Champiti Health Centre,Central West,Health Centre,Government/public,Rural,-14.902410,34.731850,,
Ntcheu,NU,1805,Chikande Health Centre,Central West,Health Centre,Government/public,Rural,-14.772610,34.907680,,
Ntcheu,NU,1806,Doviko Health Centre,Central West,Health Centre,Government/public,Rural,-15.082200,34.590940,,
Ntcheu,NU,1839,Dzunje Health Centre,Central West,Health Centre,Government/public,Rural,-14.807870,34.736080,,
Ntcheu,NU,1811,Kampanje Health Centre,Central West,Health Post,Government/public,Rural,-14.599470,34.586840,,
Ntcheu,NU,1812,Kandeu Health Centre,Central West,Health Centre,Government/public,Rural,-14.602620,34.616210,,
Ntcheu,NU,1813,Kapeni Health Centre,Central West,Health Centre,Government/public,Rural,-15.005110,34.770590,,
Ntcheu,NU,1814,Kasinje Health Centre,Central West,Health Centre,Government/public,Rural,-14.523150,34.676420,,
Ntcheu,NU,1815,Katsekera Health Centre,Central West,Health Centre,Government/public,Rural,-15.033360,34.640720,,
Ntcheu,NU,1816,Lizulu Health Centre,Central West,Health Centre,Government/public,Rural,-14.517750,34.465470,,
Ntcheu,NU,1817,Manjawira Health Centre,Central West,Health Centre,Government/public,Rural,-15.002540,34.857090,,
Ntcheu,NU,1820,Mlangeni Health Centre,Central West,Health Centre,Government/public,Rural,-14.676620,34.536720,,
Ntcheu,NU,1826,Nsiyaludzu Health Centre,Central West,Health Centre,Government/public,Rural,-14.936480,34.874250,,
Ntcheu,NU,1810,Kaloga Maternity,Central West,Maternity,Government/public,Rural,-14.907060,34.580440,,
Ntcheu,NU,1807,Dzonzi Mvai Dispensary,Central West,Dispensary,Government/public,Rural,-14.948270,34.643060,,
Ntcheu,NU,1840,Masasa Dispensary,Central West,Dispensary,Government/public,Rural,-14.433400,34.422430,,
Ntcheu,NU,1822,Mphepozinayi Dispensary,Central West,Dispensary,Government/public,Rural,-14.735860,34.661150,,
Ntcheu,NU,1841,Namisu Dispensary,Central West,Dispensary,Government/public,Rural,-15.083520,34.781380,,
Ntcheu,NU,1842,Phanga Dispensary,Central West,Dispensary,Government/public,Rural,-14.344980,34.720160,,
Ntcheu,NU,1843,Likudzi U5 Clinic Health Post,Central West,Health Post,Government/public,Rural,-15.110150,34.829450,,
Ntcheu,NU,1844,Machereza Health Post,Central West,Health Post,Government/public,Rural,-15.206650,34.847610,,
Ntcheu,NU,1836,Sr. Tereza Rural Hospital,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.999020,34.828150,,
Ntcheu,NU,1804,Chigodi Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.491940,34.541260,,
Ntcheu,NU,1808,Ganya Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.609640,34.618080,,
Ntcheu,NU,1809,Gowa Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.699060,34.590010,,
Ntcheu,NU,1841,Lake View Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.642510,34.553710,,
Ntcheu,NU,1818,Matanda Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.105160,34.668450,,
Ntcheu,NU,1819,Mlanda Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-14.478860,34.459880,,
Ntcheu,NU,1823,Mtonda Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.020000,34.751440,,
Ntcheu,NU,1828,Mzama Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.893750,34.585970,,
Ntcheu,NU,1825,Nsipe Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.864340,34.752330,,
Ntcheu,NU,1829,Senzani Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.078650,34.857830,,
Ntcheu,NU,1830,Sharpe Valley Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.611030,34.736900,,
Ntcheu,NU,1831,Tsangano Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.174010,34.611170,,
Ntcheu,NU,1824,Mluma Dispensary,Central West,Dispensary,Christian Health Association of Malawi (CHAM),Rural,-14.718940,34.635500,,
Ntcheu,NU,1845,Chiole Clinic,Central West,Clinic,Christian Health Association of Malawi (CHAM),Rural,-14.797430,34.642650,,
Ntcheu,NU,1846,"Chiwambo, Kinwell JBT Kanandi",Central West,Clinic,Private for profit,Urban,-14.777200,34.569240,,
Ntcheu,NU,1847,"Lipande, MacDonald. Tachira Bi",Central West,Clinic,Private for profit,Rural,-14.651060,34.556600,,
Ntcheu,NU,1848,"Pasulani, Emerson E. Chilitsen",Central West,Clinic,Private for profit,Urban,-14.815170,34.643740,,
Ntcheu,NU,1849,"Phalira, Hudson J. Machanza Pr",Central West,Clinic,Private for profit,Rural,-14.650350,34.560740,,
Ntcheu,NU,1850,Solomon Village Clinic,Central West,Clinic,Mission/ Faith-based (other than CHAM),Rural,-14.708210,34.870770,,
Ntcheu,NU,1851,BLM Ntcheu Clinic,Central West,Clinic,NGO,Urban,-14.813940,34.635120,,
Ntcheu,NU,1852,Ntcheu FPAM Clinic,Central West,Clinic,NGO,Urban,-14.809350,34.625610,,
Ntcheu,NU,1853,Matchereza Health Post,Central West,Health Post,Government/public,Rural,-15.206750,34.847900,,
,,,,,,,,,,,
Mangochi,MH,2549,Mangochi District Hospital,South East,District Hospital,Government/public,Urban,-14.481910,35.265270,,
Mangochi,MH,2520,Monkeybay Community Hospital,South East,Rural/Community Hospital,Government/public,Rural,-14.084680,34.911040,,
Mangochi,MH,2523,Namwera Health Centre,South East,Rural/Community Hospital,Government/public,Rural,-14.363700,35.502210,,
Mangochi,MH,2501,Chikole Dispensary,South East,Health Centre,Government/public,Rural,-14.422000,35.384270,,
Mangochi,MH,2502,Chilipa Health Centre,South East,Health Centre,Government/public,Rural,-14.699600,34.973200,,
Mangochi,MH,2539,Chilonga Health care,South East,Health Centre,Government/public,Rural,-14.466840,34.870970,,
Mangochi,MH,2503,Chiumbangame Health Centre,South East,Dispensary,Government/public,Rural,-14.317390,35.557210,,
Mangochi,MH,2504,Jalasi Health Centre,South East,Health Centre,Government/public,Rural,-14.362980,35.442530,,
Mangochi,MH,2507,Katuli Health Centre,South East,Health Centre,Government/public,Rural,-14.179620,35.444760,,
Mangochi,MH,2512,Lungwena Health Centre,South East,Health Centre,Government/public,Rural,-14.245010,35.248040,,
Mangochi,MH,2514,Makanjira Health Centre,South East,Health Centre,Government/public,Rural,-13.715910,35.047040,,
Mangochi,MH,2547,Malukula Health Centre,South East,Health Centre,Government/public,Rural,-14.443620,35.355820,,
Mangochi,MH,2519,Mkumba Health Centre,South East,Health Centre,Government/public,Rural,-14.594600,35.525170,,
Mangochi,MH,2533,Mtimabi Health Centre,South East,Health Centre,Government/public,Rural,-14.611110,35.082730,,
Mangochi,MH,2524,Nancholi Dispensary,South East,Dispensary,Government/public,Rural,-14.478030,35.586670,,
Mangochi,MH,2525,Nangalamu Health Centre,South East,Health Centre,Government/public,Rural,-14.481480,35.672880,,
Mangochi,MH,2527,Nankumba Health Centre,South East,Health Centre,Government/public,Rural,-14.365210,34.823610,,
Mangochi,MH,2542,Kadango Health Centre,South East,Health Centre,Government/public,Rural,-14.060711,35.186208,,
Mangochi,MH,2529,Phirilongwe Health Centre,South East,Health Centre,Government/public,Rural,-14.588470,34.899380,,
Mangochi,MH,2553,Chiponde Dispensary,South East,Dispensary,Government/public,Rural,-14.373410,35.601700,,
Mangochi,MH,2540,Chiunda Dispensary,South East,Dispensary,Government/public,Rural,-14.777440,35.439010,,
Mangochi,MH,2541,Iba Dispensary,South East,Dispensary,Government/public,Rural,-14.307110,35.397070,,
Mangochi,MH,2554,Kadango Dispensary,South East,Dispensary,Government/public,Rural,-14.062230,35.186290,,
Mangochi,MH,2509,Kukalanga Dispensary,South East,Dispensary,Government/public,Rural,-14.637440,35.180310,,
Mangochi,MH,2555,Maleta,South East,Health Post,Government/public,Rural,-13.929420,35.263550,,
Mangochi,MH,2546,Malombe Dispensary,South East,Dispensary,Government/public,Rural,-14.630500,35.349120,,
Mangochi,MH,2556,Mbalama Dispensary,South East,Dispensary,Government/public,Rural,-14.714350,35.498460,,
Mangochi,MH,2552,Sinyala Dispensary,South East,Dispensary,Government/public,Rural,-14.583860,35.576260,,
Mangochi,MH,2545,Maldeco Fisheries Clinic,South East,Clinic,Government/public,Rural,-14.333500,35.149200,,
Mangochi,MH,2557,Ngala Health Post,South East,Health Post,Government/public,Rural,-14.657730,35.077120,,
Mangochi,MH,2550,Mulibwanji Hospital,South East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.511450,35.587970,,
Mangochi,MH,2531,St. Martins Mission Hospital,South East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.347590,35.293750,,
Mangochi,MH,2505,Kapire Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.785760,34.999450,,
Mangochi,MH,2506,Katema Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.525630,35.037610,,
Mangochi,MH,2508,Koche Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.333430,35.143350,,
Mangochi,MH,2510,Lugola Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.961440,35.142850,,
Mangochi,MH,2511,Lulanga Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.687440,34.917420,,
Mangochi,MH,2513,Luwalika Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.237970,35.469520,,
Mangochi,MH,2515,Malembo Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.236280,34.825240,,
Mangochi,MH,2518,Mase Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.580960,35.363860,,
Mangochi,MH,2521,Mpondasi Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.453470,35.243870,,
Mangochi,MH,2522,Namalaka Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.123840,35.193010,,
Mangochi,MH,2526,Nankhwali Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.135100,34.844880,,
Mangochi,MH,2558,Nkope Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.197330,35.039440,,
Mangochi,MH,2559,Sister Martha Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.385310,35.535550,,
Mangochi,MH,2560,Umodzi Clinic,South East,Clinic,Private for profit,Urban,-14.476920,35.264300,,
Mangochi,MH,2561,Assalam Clinic,South East,Clinic,Mission/ Faith-based (other than CHAM),Rural,-14.545370,35.192210,,
Mangochi,MH,2562,"Kanyerere, Stuart. Stuka Priva",South East,Clinic,Private for profit,Urban,-14.482450,35.261280,,
Mangochi,MH,2563,"Kayumba, Jerome. Tulame Privat",South East,Clinic,Private for profit,Rural,-14.693460,35.179770,,
Mangochi,MH,2564,Mama Khadija Private Clinic Na,South East,Clinic,Private for profit,Rural,-14.370800,35.494050,,
Mangochi,MH,2565,"Perekamoyo, William D. Mphatso",South East,Clinic,Private for profit,Rural,-14.085750,34.914270,,
Mangochi,MH,2566,Kapire Dream Centre,South East,Clinic,NGO,Rural,-14.786000,34.999020,,
Mangochi,MH,2567,Billy Riordan Memorial Health,South East,Clinic,NGO,Rural,-14.032050,34.840440,,
Mangochi,MH,2568,Mangochi BLM,South East,Clinic,NGO,Urban,-14.481850,35.261570,,
Mangochi,MH,2569,Malalwi Army Marine Dispensary,South East,Dispensary,Government/public,Urban,-14.073000,34.916840,,
Mangochi,MH,2570,Ngapani Sable Clinic,South East,Clinic,Private for profit,Rural,-14.029600,35.337730,,
Mangochi,MH,2571,St. Johns Seminary,South East,Clinic,Christian Health Association of Malawi (CHAM),Rural,-14.546780,35.178420,,
,,,,,,,,,,,
Machinga,MHG,2605,Machinga District Hospital,South East,District Hospital,Government/public,Urban,-15.062290,35.226300,,
Machinga,MHG,2602,Chikweo Health Centre,South East,Health Centre,Government/public,Rural,-14.765500,35.666910,,
Machinga,MHG,2606,Machinga Health Centre,South East,Health Centre,Government/public,Rural,-15.177300,35.295650,,
Machinga,MHG,2620,Mangamba Health Centre,South East,Health Centre,Government/public,Rural,-14.791450,35.436520,,
Machinga,MHG,2618,Mkwepere Health Centre,South East,Health Centre,Government/public,Rural,-14.602860,35.636350,,
Machinga,MHG,2611,Namanja Health Centre,South East,Health Centre,Government/public,Rural,-14.965430,35.679940,,
Machinga,MHG,2612,Nayinunje Health Centre,South East,Health Centre,Government/public,Rural,-14.740600,35.565030,,
Machinga,MHG,2613,Nayuchi Health Centre,South East,Health Centre,Government/public,Rural,-14.975850,35.867260,,
Machinga,MHG,2614,Ngokwe Health Centre,South East,Health Centre,Government/public,Rural,-14.707060,35.801770,,
Machinga,MHG,2616,Ntaja Health Centre,South East,Health Centre,Government/public,Rural,-14.868280,35.529110,,
Machinga,MHG,2617,Nyambi Health Centre,South East,Health Centre,Government/public,Rural,-14.689990,35.572570,,
Machinga,MHG,2601,Chamba Dispensary,South East,Dispensary,Government/public,Rural,-15.202340,35.421370,,
Machinga,MHG,2604,Kawinga Dispensary,South East,Dispensary,Government/public,Rural,-14.854680,35.571980,,
Machinga,MHG,2607,Mbonechela Dispensary,South East,Dispensary,Government/public,Rural,-14.889320,35.478180,,
Machinga,MHG,2619,Mlomba Dispensary,South East,Dispensary,Government/public,Rural,-15.019030,35.477080,,
Machinga,MHG,2603,Gawanani Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.223800,35.202930,,
Machinga,MHG,2608,Mpiri Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.771920,35.608010,,
Machinga,MHG,2609,Mposa Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.149060,35.518490,,
Machinga,MHG,2610,Namandanje Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.882110,35.483240,,
Machinga,MHG,2615,Nsanama Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.994910,35.494770,,
Machinga,MHG,2621,Nthorowa Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.994920,35.573250,,
Machinga,MHG,2623,Lifune Maternity,South East,Maternity,Private for profit,Rural,-14.695130,35.706150,,
Machinga,MHG,2624,Alinafe Private,South East,Clinic,Private for profit,Rural,-14.798530,35.443260,,
Machinga,MHG,2622,"Liwonde Medical Clinic, Chilik",South East,Clinic,Private for profit,Rural,-15.067820,35.224730,,
Machinga,MHG,2627,"Khonje, Anaclate P, Twapochele",South East,Clinic,Private for profit,Rural,-14.995350,35.492680,,
Machinga,MHG,2628,Machinga Private Clinic,South East,Clinic,Private for profit,Rural,-14.874010,35.529030,,
Machinga,MHG,2629,Madalitso Private Clinic,South East,Clinic,Private for profit,Rural,-14.993190,35.492190,,
Machinga,MHG,2623,Malingamoyo Private Clinic,South East,Clinic,Private for profit,Rural,-14.870310,35.529400,,
Machinga,MHG,2624,Nice Private,South East,Clinic,Private for profit,Urban,-15.067960,35.228200,,
Machinga,MHG,2625,Umoyo Private Clinic,South East,Clinic,Private for profit,Rural,-14.999870,35.490310,,
Machinga,MHG,2627,Zasintha Private Clinic,South East,Clinic,Private for profit,Rural,-14.745210,35.565320,,
Machinga,MHG,2628,BLM Liwonde Clinic,South East,Clinic,NGO,Rural,-15.069400,35.227660,,
,,,,,,,,,,,
Zomba,ZA,2722,Zomba Central Hospital,South East,Central Hospital,Government/public,Urban,-15.399400,35.313780,,
Zomba,ZA,2706,Domasi Rural Hospital,South East,Rural/Community Hospital,Government/public,Rural,-15.280990,35.399350,,
Zomba,ZA,2723,Zomba Mental Hospital,South East,Rural/Community Hospital,Government/public,Urban,-15.398740,35.304770,,
Zomba,ZA,2748,Police College Hospital,South East,Other Hospital,Government/public,Urban,-15.391120,35.326850,,
Zomba,ZA,2701,Bimbi Health Centre,South East,Health Centre,Government/public,Rural,-15.308760,35.479400,,
Zomba,ZA,2702,Chamba Health Centre,South East,Health Centre,Government/public,Rural,-15.465710,35.516620,,
Zomba,ZA,2704,Chingale Health Centre,South East,Health Centre,Government/public,Rural,-15.396940,35.180800,,
Zomba,ZA,2737,Chisi Island,South East,Health Centre,Government/public,Rural,-15.325620,35.605060,,
Zomba,ZA,2708,Lambulira Health Centre,South East,Health Centre,Government/public,Rural,-15.484100,35.337000,,
Zomba,ZA,2709,Likangala Health Centre,South East,Health Centre,Government/public,Rural,-15.427870,35.544610,,
Zomba,ZA,2733,Machinjiri Health Centre,South East,Health Centre,Government/public,Rural,-15.236660,35.417070,,
Zomba,ZA,2710,Magomero Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.561470,35.261010,,
Zomba,ZA,2711,Makwapala Health Centre,South East,Health Centre,Government/public,Rural,-15.369380,35.450600,,
Zomba,ZA,2724,Matawale Health Centre,South East,Health Centre,Government/public,Urban,-15.390290,35.359580,,
Zomba,ZA,2731,M'mambo Health Centre,South East,Health Centre,Government/public,Rural,-15.262640,35.159450,,
Zomba,ZA,2732,Naisi Health Centre,South East,Health Centre,Government/public,Rural,-15.357850,35.384900,,
Zomba,ZA,2736,Namadidi Health Centre,South East,Health Centre,Government/public,Rural,-15.410790,35.247360,,
Zomba,ZA,2714,Namasalima Health Centre,South East,Health Centre,Government/public,Rural,-15.231420,35.488760,,
Zomba,ZA,2725,Nasawa Health Centre,South East,Health Centre,Government/public,Rural,-15.602300,35.259560,,
Zomba,ZA,2716,Ngwelelo Health Centre,South East,Health Centre,Government/public,Rural,-15.666450,35.427180,,
Zomba,ZA,2734,Sadzi Health Centre,South East,Health Centre,Government/public,Urban,-15.408820,35.319690,,
Zomba,ZA,2721,Thondwe Health Centre,South East,Health Centre,Government/public,Rural,-15.484580,35.236960,,
Zomba,ZA,2735,Zilindo Health Centre,South East,Health Centre,Government/public,Rural,-15.380500,35.301300,,
Zomba,ZA,2748,Airwing Dispensary,South East,Dispensary,Government/public,Urban,-15.388760,35.385080,,
Zomba,ZA,2749,City Clinic Zomba,South East,Clinic,Government/public,Urban,-15.390720,35.324160,,
Zomba,ZA,2746,Changalume Barracks,South East,Health Centre,Government/public,Rural,-15.389600,35.211840,,
Zomba,ZA,2729,Cobbe Barracks,South East,Other Hospital,Government/public,Urban,-15.390940,35.305340,,
Zomba,ZA,2750,Mikuyu,South East,Clinic,Government/public,Rural,-15.417640,35.419680,,
Zomba,ZA,2718,Pirimiti Rural Hospital,South East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.483020,35.450480,,
Zomba,ZA,2719,St. Lukes Mission Hospital,South East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.209140,35.352910,,
Zomba,ZA,2703,Chilipa Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.324470,35.117150,,
Zomba,ZA,2705,Chipini Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.390070,35.095310,,
Zomba,ZA,2712,Matiya Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.533710,35.547800,,
Zomba,ZA,2713,Mayaka Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.573550,35.372800,,
Zomba,ZA,2717,Nkasala Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.327780,35.216610,,
Zomba,ZA,2751,Thondwe Pastoral Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.494290,35.218610,,
Zomba,ZA,2715,Namikango,South East,Maternity,Christian Health Association of Malawi (CHAM),Rural,-15.477230,35.240560,,
Zomba,ZA,2752,H Parker Sharp Dispensary,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.299120,35.360920,,
Zomba,ZA,2753,AHI Clinic,South East,Clinic,Private for profit,Urban,-15.383610,35.322300,,
Zomba,ZA,2754,"Chavula, Henry K. Mpunga Priva",South East,Clinic,Private for profit,Urban,-15.410830,35.323920,,
